id,student_id/id,curriculum_version_id/id,subject_id/id,course_name,credit_type,credits,hours,grade_concept,is_approved,date_earned,origin_ref
led_stu_ppgfa_03_fa611,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_03_fa612,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_03_apo,stu_ppgfa_03,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_03_def,stu_ppgfa_03,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_04_fa601,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_04_fa602,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_04_fa603,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_04_fa610,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_04_fa611,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_04_fa612,stu_ppgfa_04,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_04_apo,stu_ppgfa_04,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_04_def,stu_ppgfa_04,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_05_fa601,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_05_fa602,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_05_fa603,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_05_fa610,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_05_fa611,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_05_fa612,stu_ppgfa_05,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_05_apo,stu_ppgfa_05,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_05_def,stu_ppgfa_05,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_06_fa601,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_06_fa602,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_06_fa603,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_06_fa610,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_06_fa611,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_06_fa612,stu_ppgfa_06,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_06_apo,stu_ppgfa_06,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_06_def,stu_ppgfa_06,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_07_fa601,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_07_fa602,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_07_fa603,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_07_fa610,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_07_fa611,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_07_fa612,stu_ppgfa_07,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_07_apo,stu_ppgfa_07,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_07_def,stu_ppgfa_07,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_08_fa601,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_08_fa602,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_08_fa603,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_08_fa610,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_08_fa611,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_08_fa612,stu_ppgfa_08,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_08_apo,stu_ppgfa_08,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_08_def,stu_ppgfa_08,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_09_fa601,stu_ppgfa_09,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_09_fa602,stu_ppgfa_09,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_09_fa603,stu_ppgfa_09,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_10_fa601,stu_ppgfa_10,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_10_fa602,stu_ppgfa_10,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_10_fa603,stu_ppgfa_10,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_11_fa601,stu_ppgfa_11,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_11_fa602,stu_ppgfa_11,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_11_fa603,stu_ppgfa_11,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_12_fa601,stu_ppgfa_12,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_12_fa602,stu_ppgfa_12,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_12_fa603,stu_ppgfa_12,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_13_fa601,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_13_fa602,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_13_fa603,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_13_fa610,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_13_fa611,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_13_fa612,stu_ppgfa_13,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_14_fa601,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_14_fa602,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_14_fa603,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_14_fa610,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_14_fa611,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_14_fa612,stu_ppgfa_14,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_15_fa601,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_15_fa602,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_15_fa603,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_15_fa610,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_15_fa611,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_15_fa612,stu_ppgfa_15,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_16_fa601,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_16_fa602,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_16_fa603,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_16_fa610,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_16_fa611,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_16_fa612,stu_ppgfa_16,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_17_fa601,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_17_fa602,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_17_fa603,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_17_fa610,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_17_fa611,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_17_fa612,stu_ppgfa_17,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_18_fa601,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_18_fa602,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_18_fa603,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_18_fa610,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_18_fa611,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_18_fa612,stu_ppgfa_18,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_19_fa601,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_19_fa602,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_19_fa603,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_19_fa610,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_19_fa611,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_19_fa612,stu_ppgfa_19,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_20_fa601,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_20_fa602,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_20_fa603,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_20_fa610,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_20_fa611,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_20_fa612,stu_ppgfa_20,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgbm_01_bm701,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_01_bm702,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_01_bm703,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm703,Seminários Integrados em Biotecnologia,subject_internal,2,30,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_01_bm710,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm710,Bioinformática e Análise de Sequências NGS,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_01_bm711,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm711,Genômica Funcional e Epigenética,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_01_bm712,stu_ppgbm_01,reg_xyzq_bio_2024,sub_bm712,Engenharia de Proteínas e Cristalografia,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_01_apo,stu_ppgbm_01,reg_xyzq_bio_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgbm_01_def,stu_ppgbm_01,reg_xyzq_bio_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgbm_02_bm701,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_02_bm702,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_02_bm703,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm703,Seminários Integrados em Biotecnologia,subject_internal,2,30,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_02_bm710,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm710,Bioinformática e Análise de Sequências NGS,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_02_bm711,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm711,Genômica Funcional e Epigenética,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_02_bm712,stu_ppgbm_02,reg_xyzq_bio_2024,sub_bm712,Engenharia de Proteínas e Cristalografia,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_02_apo,stu_ppgbm_02,reg_xyzq_bio_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgbm_02_def,stu_ppgbm_02,reg_xyzq_bio_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgbm_03_bm701,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_03_bm702,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_03_bm703,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm703,Seminários Integrados em Biotecnologia,subject_internal,2,30,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_03_bm710,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm710,Bioinformática e Análise de Sequências NGS,subject_internal,4,60,B,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_03_bm711,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm711,Genômica Funcional e Epigenética,subject_internal,4,60,B,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_03_bm712,stu_ppgbm_03,reg_xyzq_bio_2024,sub_bm712,Engenharia de Proteínas e Cristalografia,subject_internal,4,60,B,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_03_apo,stu_ppgbm_03,reg_xyzq_bio_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgbm_03_def,stu_ppgbm_03,reg_xyzq_bio_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgbm_04_bm701,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_04_bm702,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_04_bm703,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm703,Seminários Integrados em Biotecnologia,subject_internal,2,30,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_04_bm710,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm710,Bioinformática e Análise de Sequências NGS,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_04_bm711,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm711,Genômica Funcional e Epigenética,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_04_bm712,stu_ppgbm_04,reg_xyzq_bio_2024,sub_bm712,Engenharia de Proteínas e Cristalografia,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_04_apo,stu_ppgbm_04,reg_xyzq_bio_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgbm_04_def,stu_ppgbm_04,reg_xyzq_bio_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgbm_05_bm701,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_05_bm702,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_05_bm703,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm703,Seminários Integrados em Biotecnologia,subject_internal,2,30,B,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_05_bm710,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm710,Bioinformática e Análise de Sequências NGS,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_05_bm711,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm711,Genômica Funcional e Epigenética,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_05_bm712,stu_ppgbm_05,reg_xyzq_bio_2024,sub_bm712,Engenharia de Proteínas e Cristalografia,subject_internal,4,60,A,True,2024-12-15,PPGBM 2024.2
led_stu_ppgbm_05_apo,stu_ppgbm_05,reg_xyzq_bio_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgbm_05_def,stu_ppgbm_05,reg_xyzq_bio_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgbm_06_bm701,stu_ppgbm_06,reg_xyzq_bio_2024,sub_bm701,Biologia Molecular Celular Avançada,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
led_stu_ppgbm_06_bm702,stu_ppgbm_06,reg_xyzq_bio_2024,sub_bm702,Bioestatística e Delineamento Experimental,subject_internal,4,60,A,True,2024-06-30,PPGBM 2024.1
